time_iso,id3_deg,id4_deg,id5_deg,id3_ticks,id4_ticks,id5_ticks
2025-10-25T17:22:27.407,216.035156,125.683594,201.093750,2458,1430,2288
2025-10-25T17:22:27.455,216.210938,125.771484,201.093750,2460,1431,2288
2025-10-25T17:22:27.503,216.035156,125.859375,201.005859,2458,1432,2287
2025-10-25T17:22:27.551,215.771484,126.298828,201.005859,2455,1437,2287
2025-10-25T17:22:27.599,215.683594,127.177734,201.005859,2454,1447,2287
2025-10-25T17:22:27.647,215.332031,128.759766,200.917969,2450,1465,2286
2025-10-25T17:22:27.695,214.980469,131.044922,200.917969,2446,1491,2286
2025-10-25T17:22:27.743,214.804688,133.857422,200.917969,2444,1523,2286
2025-10-25T17:22:27.791,214.892578,136.933594,200.566406,2445,1558,2282
2025-10-25T17:22:27.839,215.156250,139.921875,200.039062,2448,1592,2276
2025-10-25T17:22:27.887,215.244141,142.294922,198.720703,2449,1619,2261
2025-10-25T17:22:27.935,215.332031,143.964844,196.787109,2450,1638,2239
2025-10-25T17:22:27.983,215.419922,145.458984,194.677734,2451,1655,2215
2025-10-25T17:22:28.031,215.244141,146.953125,192.656250,2449,1672,2192
2025-10-25T17:22:28.079,215.156250,148.623047,190.722656,2448,1691,2170
2025-10-25T17:22:28.127,215.156250,150.205078,189.316406,2448,1709,2154
2025-10-25T17:22:28.175,215.068359,151.523438,188.349609,2447,1724,2143
2025-10-25T17:22:28.223,214.980469,152.402344,187.558594,2446,1734,2134
2025-10-25T17:22:28.271,214.804688,153.105469,186.855469,2444,1742,2126
2025-10-25T17:22:28.319,214.628906,153.896484,186.328125,2442,1751,2120
2025-10-25T17:22:28.367,214.541016,154.599609,186.064453,2441,1759,2117
2025-10-25T17:22:28.415,214.277344,155.478516,185.976562,2438,1769,2116
2025-10-25T17:22:28.463,213.925781,156.621094,185.976562,2434,1782,2116
2025-10-25T17:22:28.511,213.662109,157.939453,185.976562,2431,1797,2116
2025-10-25T17:22:28.559,213.398438,159.169922,185.976562,2428,1811,2116
2025-10-25T17:22:28.607,213.310547,160.400391,185.976562,2427,1825,2116
2025-10-25T17:22:28.655,213.134766,161.630859,185.888672,2425,1839,2115
2025-10-25T17:22:28.703,212.871094,162.421875,185.625000,2422,1848,2112
2025-10-25T17:22:28.751,212.695312,163.037109,185.449219,2420,1855,2110
2025-10-25T17:22:28.799,212.519531,163.564453,185.449219,2418,1861,2110
2025-10-25T17:22:28.847,212.255859,163.916016,185.449219,2415,1865,2110
2025-10-25T17:22:28.895,211.728516,164.443359,185.449219,2409,1871,2110
2025-10-25T17:22:28.943,211.904297,165.058594,185.449219,2411,1878,2110
2025-10-25T17:22:28.991,211.992188,165.322266,185.449219,2412,1881,2110
2025-10-25T17:22:29.039,212.431641,165.322266,185.449219,2417,1881,2110
2025-10-25T17:22:29.087,213.134766,165.322266,185.449219,2425,1881,2110
2025-10-25T17:22:29.135,213.486328,165.322266,185.449219,2429,1881,2110
2025-10-25T17:22:29.183,213.486328,165.322266,185.449219,2429,1881,2110
2025-10-25T17:22:29.231,213.222656,165.322266,185.449219,2426,1881,2110
2025-10-25T17:22:29.279,212.695312,165.322266,185.449219,2420,1881,2110
2025-10-25T17:22:29.327,212.080078,165.322266,185.449219,2413,1881,2110
2025-10-25T17:22:29.375,211.904297,165.322266,185.449219,2411,1881,2110
2025-10-25T17:22:29.423,211.816406,165.322266,185.361328,2410,1881,2109
2025-10-25T17:22:29.471,211.728516,165.322266,185.361328,2409,1881,2109
2025-10-25T17:22:29.519,211.376953,165.322266,185.361328,2405,1881,2109
2025-10-25T17:22:29.567,210.937500,165.322266,185.361328,2400,1881,2109
2025-10-25T17:22:29.615,210.146484,165.410156,185.273438,2391,1882,2108
2025-10-25T17:22:29.663,209.179688,165.585938,185.273438,2380,1884,2108
2025-10-25T17:22:29.711,208.564453,166.201172,185.273438,2373,1891,2108
2025-10-25T17:22:29.759,208.037109,167.695312,185.273438,2367,1908,2108
2025-10-25T17:22:29.807,207.685547,170.244141,185.273438,2363,1937,2108
2025-10-25T17:22:29.855,207.421875,173.935547,185.273438,2360,1979,2108
2025-10-25T17:22:29.903,207.246094,177.275391,185.273438,2358,2017,2108
2025-10-25T17:22:29.951,206.894531,179.296875,185.273438,2354,2040,2108
2025-10-25T17:22:29.999,206.367188,179.824219,185.273438,2348,2046,2108
2025-10-25T17:22:30.047,205.839844,179.824219,185.185547,2342,2046,2107
2025-10-25T17:22:30.095,205.400391,180.263672,184.570312,2337,2051,2100
2025-10-25T17:22:30.143,204.960938,180.439453,182.900391,2332,2053,2081
2025-10-25T17:22:30.191,204.609375,180.439453,180.175781,2328,2053,2050
2025-10-25T17:22:30.239,204.521484,180.439453,176.923828,2327,2053,2013
2025-10-25T17:22:30.287,204.521484,180.439453,174.023438,2327,2053,1980
2025-10-25T17:22:30.335,204.345703,180.439453,172.529297,2325,2053,1963
2025-10-25T17:22:30.383,203.994141,180.439453,172.177734,2321,2053,1959
2025-10-25T17:22:30.431,203.378906,180.439453,172.177734,2314,2053,1959
