time_iso,id4_deg,id5_deg,id6_deg,id4_ticks,id5_ticks,id6_ticks
2025-10-25T16:15:40.751,165.058594,180.087891,179.824219,1878,2049,2046
2025-10-25T16:15:40.799,165.058594,180.087891,179.824219,1878,2049,2046
2025-10-25T16:15:40.847,165.146484,180.087891,179.912109,1879,2049,2047
2025-10-25T16:15:40.895,165.058594,180.087891,179.824219,1878,2049,2046
2025-10-25T16:15:40.943,165.058594,180.087891,179.824219,1878,2049,2046
2025-10-25T16:15:40.991,165.058594,180.087891,179.824219,1878,2049,2046
2025-10-25T16:15:41.039,165.058594,180.087891,179.824219,1878,2049,2046
2025-10-25T16:15:41.087,165.058594,180.087891,179.824219,1878,2049,2046
2025-10-25T16:15:41.135,165.058594,180.087891,179.824219,1878,2049,2046
2025-10-25T16:15:41.183,165.058594,180.087891,179.824219,1878,2049,2046
2025-10-25T16:15:41.231,165.058594,180.087891,179.824219,1878,2049,2046
2025-10-25T16:15:41.279,165.058594,180.175781,179.824219,1878,2050,2046
2025-10-25T16:15:41.327,164.267578,180.175781,179.824219,1869,2050,2046
2025-10-25T16:15:41.375,163.300781,180.087891,179.824219,1858,2049,2046
2025-10-25T16:15:41.423,162.070312,180.087891,179.824219,1844,2049,2046
2025-10-25T16:15:41.471,161.015625,180.087891,179.824219,1832,2049,2046
2025-10-25T16:15:41.519,160.224609,180.087891,179.824219,1823,2049,2046
2025-10-25T16:15:41.567,159.785156,180.087891,179.824219,1818,2049,2046
2025-10-25T16:15:41.615,159.609375,180.087891,179.824219,1816,2049,2046
2025-10-25T16:15:41.663,159.609375,180.087891,179.824219,1816,2049,2046
2025-10-25T16:15:41.711,159.697266,180.087891,179.824219,1817,2049,2046
2025-10-25T16:15:41.759,159.169922,180.087891,179.824219,1811,2049,2046
2025-10-25T16:15:41.807,158.378906,180.087891,179.824219,1802,2049,2046
2025-10-25T16:15:41.855,157.324219,180.087891,179.824219,1790,2049,2046
2025-10-25T16:15:41.903,156.533203,180.087891,179.824219,1781,2049,2046
2025-10-25T16:15:41.951,156.621094,180.087891,179.824219,1782,2049,2046
2025-10-25T16:15:41.999,156.621094,180.087891,179.824219,1782,2049,2046
2025-10-25T16:15:42.047,156.181641,180.087891,179.824219,1777,2049,2046
2025-10-25T16:15:42.095,155.917969,180.000000,180.175781,1774,2048,2050
2025-10-25T16:15:42.143,156.005859,179.648438,180.263672,1775,2044,2051
2025-10-25T16:15:42.191,156.533203,179.648438,180.263672,1781,2044,2051
2025-10-25T16:15:42.239,156.884766,179.648438,180.263672,1785,2044,2051
2025-10-25T16:15:42.287,157.587891,179.560547,180.263672,1793,2043,2051
2025-10-25T16:15:42.335,158.378906,179.472656,180.263672,1802,2042,2051
2025-10-25T16:15:42.383,159.257812,179.472656,180.263672,1812,2042,2051
2025-10-25T16:15:42.431,160.312500,179.472656,180.263672,1824,2042,2051
2025-10-25T16:15:42.479,161.279297,179.384766,180.351562,1835,2041,2052
2025-10-25T16:15:42.527,162.509766,179.208984,180.351562,1849,2039,2052
2025-10-25T16:15:42.575,163.916016,178.857422,180.351562,1865,2035,2052
2025-10-25T16:15:42.623,164.970703,178.330078,180.351562,1877,2029,2052
2025-10-25T16:15:42.671,166.025391,177.451172,180.351562,1889,2019,2052
2025-10-25T16:15:42.719,166.728516,176.132812,180.351562,1897,2004,2052
2025-10-25T16:15:42.767,167.431641,174.111328,180.351562,1905,1981,2052
2025-10-25T16:15:42.815,167.958984,171.474609,180.351562,1911,1951,2052
2025-10-25T16:15:42.863,168.486328,168.486328,180.527344,1917,1917,2054
2025-10-25T16:15:42.911,169.013672,165.673828,180.878906,1923,1885,2058
2025-10-25T16:15:42.959,169.628906,164.091797,181.933594,1930,1867,2070
2025-10-25T16:15:43.007,170.068359,163.037109,183.427734,1935,1855,2087
2025-10-25T16:15:43.055,170.507812,162.685547,184.658203,1940,1851,2101
2025-10-25T16:15:43.103,171.123047,162.597656,185.361328,1947,1850,2109
2025-10-25T16:15:43.151,171.914062,162.597656,185.888672,1956,1850,2115
2025-10-25T16:15:43.199,172.705078,162.597656,186.503906,1965,1850,2122
2025-10-25T16:15:43.247,173.408203,162.509766,187.119141,1973,1849,2129
2025-10-25T16:15:43.295,173.935547,162.246094,187.734375,1979,1846,2136
2025-10-25T16:15:43.343,174.638672,161.718750,188.349609,1987,1840,2143
2025-10-25T16:15:43.391,175.517578,160.664062,189.316406,1997,1828,2154
2025-10-25T16:15:43.439,175.781250,159.169922,190.986328,2000,1811,2173
2025-10-25T16:15:43.487,176.484375,157.324219,193.095703,2008,1790,2197
2025-10-25T16:15:43.535,176.835938,155.039062,195.732422,2012,1764,2227
2025-10-25T16:15:43.583,177.539062,152.578125,198.017578,2020,1736,2253
2025-10-25T16:15:43.631,178.769531,150.644531,199.775391,2034,1714,2273
2025-10-25T16:15:43.679,180.351562,149.414062,201.093750,2052,1700,2288
2025-10-25T16:15:43.727,182.285156,148.886719,202.148438,2074,1694,2300
2025-10-25T16:15:43.775,183.955078,148.886719,203.115234,2093,1694,2311
2025-10-25T16:15:43.823,185.097656,148.886719,203.906250,2106,1694,2320
2025-10-25T16:15:43.871,185.888672,148.886719,204.257812,2115,1694,2324
2025-10-25T16:15:43.919,186.679688,148.886719,204.345703,2124,1694,2325
2025-10-25T16:15:43.967,187.294922,148.798828,204.345703,2131,1693,2325
2025-10-25T16:15:44.015,188.173828,148.886719,204.345703,2141,1694,2325
2025-10-25T16:15:44.063,188.789062,148.798828,204.345703,2148,1693,2325
2025-10-25T16:15:44.111,188.964844,148.886719,204.345703,2150,1694,2325
2025-10-25T16:15:44.159,188.964844,148.886719,204.345703,2150,1694,2325
2025-10-25T16:15:44.207,188.789062,148.886719,204.345703,2148,1694,2325
2025-10-25T16:15:44.255,188.613281,148.886719,204.345703,2146,1694,2325
2025-10-25T16:15:44.303,188.964844,148.798828,204.345703,2150,1693,2325
2025-10-25T16:15:44.351,189.140625,148.886719,204.345703,2152,1694,2325
2025-10-25T16:15:44.399,189.052734,148.886719,204.345703,2151,1694,2325
2025-10-25T16:15:44.447,188.613281,148.798828,204.345703,2146,1693,2325
2025-10-25T16:15:44.495,188.261719,148.798828,204.345703,2142,1693,2325
2025-10-25T16:15:44.543,188.261719,148.886719,204.345703,2142,1694,2325
2025-10-25T16:15:44.591,188.613281,148.886719,203.906250,2146,1694,2320
